onset,offset,species,individual,clustername,filename,channelIndex
25.611444579911563,25.784365112911566,Unknown,Unknown,A,audio.wav,0
25.792225136911565,26.043745912911564,Unknown,Unknown,B,audio.wav,0
27.875131558911562,27.953731798911562,Unknown,Unknown,U,audio.wav,0
28.606113808911566,28.763314298911563,Unknown,Unknown,U,audio.wav,0
29.219195698911562,29.407836278911564,Unknown,Unknown,C,audio.wav,0
29.439276378911565,29.612196908911564,Unknown,Unknown,A,audio.wav,0
29.627916958911563,29.863717688911564,Unknown,Unknown,B,audio.wav,0
29.910877828911566,30.091658388911565,Unknown,Unknown,C,audio.wav,0
30.115238458911563,30.28815898891156,Unknown,Unknown,C,audio.wav,0
30.413919378911565,30.586839918911565,Unknown,Unknown,A,audio.wav,0
30.586839918911565,30.822640638911565,Unknown,Unknown,B,audio.wav,0
30.854080738911563,31.074161418911565,Unknown,Unknown,C,audio.wav,0
31.121321558911564,31.27852204891156,Unknown,Unknown,A,audio.wav,0
31.294242098911564,31.545762868911567,Unknown,Unknown,B,audio.wav,0
32.11954463891156,32.28460514891157,Unknown,Unknown,A,audio.wav,0
32.28460514891157,32.54398594891156,Unknown,Unknown,B,audio.wav,0
32.59900611891156,32.77192664891156,Unknown,Unknown,A,audio.wav,0
32.79550671891157,33.039167468911565,Unknown,Unknown,B,audio.wav,0
33.13348775891156,33.329988368911565,Unknown,Unknown,C,audio.wav,0
35.29778693643537,35.365583253435375,Unknown,Unknown,U,audio.wav,0
36.80604573443537,36.888590419435374,Unknown,Unknown,U,audio.wav,0
37.023663541435376,37.15873666243537,Unknown,Unknown,U,audio.wav,0
37.24881427143537,37.339209360435376,Unknown,Unknown,U,audio.wav,0
37.57273000643537,37.663125095435376,Unknown,Unknown,U,audio.wav,0
38.047304223435376,38.145232236435376,Unknown,Unknown,U,audio.wav,0
39.12451236543537,39.229973302435376,Unknown,Unknown,U,audio.wav,0
40.63863010443537,40.804354434435375,Unknown,Unknown,U,audio.wav,0
41.278928650435375,41.391922511435375,Unknown,Unknown,U,audio.wav,0
42.047286906435374,42.15274784343537,Unknown,Unknown,U,audio.wav,0
42.258208780435375,42.33353802143537,Unknown,Unknown,U,audio.wav,0
42.408867261435375,42.49926235043537,Unknown,Unknown,U,audio.wav,0
42.529394047435375,42.60472328743538,Unknown,Unknown,U,audio.wav,0
42.78551346543537,42.88344147843537,Unknown,Unknown,U,audio.wav,0
43.049165808435376,43.132027972435374,Unknown,Unknown,U,audio.wav,0
43.651799733435375,43.77985944343537,Unknown,Unknown,U,audio.wav,0
45.572695368435376,45.678156308435376,Unknown,Unknown,U,audio.wav,0
46.325987778435376,46.40131701843537,Unknown,Unknown,U,audio.wav,0
46.43144871843538,46.47664625843537,Unknown,Unknown,U,audio.wav,0
46.561326718435375,46.71891202843537,Unknown,Unknown,A,audio.wav,0
46.741424208435376,46.95904201843537,Unknown,Unknown,B,audio.wav,0
46.98905826843537,47.176659828435376,Unknown,Unknown,C,audio.wav,0
47.22918825843537,47.394277628435376,Unknown,Unknown,A,audio.wav,0
47.38677356843537,47.63440762843537,Unknown,Unknown,B,audio.wav,0
47.82200918843537,47.97209042843537,Unknown,Unknown,A,audio.wav,0
47.979594488435374,48.23473260843537,Unknown,Unknown,B,audio.wav,0
48.264748858435375,48.45235041843537,Unknown,Unknown,C,audio.wav,0
48.527391038435375,48.68497634843537,Unknown,Unknown,A,audio.wav,0
48.68497634843537,48.92510633843537,Unknown,Unknown,B,audio.wav,0
48.962626648435375,49.180244458435375,Unknown,Unknown,C,audio.wav,0
49.27136108843537,49.33915740843537,Unknown,Unknown,U,audio.wav,0
49.41448664843537,49.48981588843537,Unknown,Unknown,U,audio.wav,0
49.64047436843538,49.776067008435376,Unknown,Unknown,U,audio.wav,0
51.72244897959183,51.81284406859183,Unknown,Unknown,U,audio.wav,0
52.596268172591834,52.70172910959183,Unknown,Unknown,U,audio.wav,0
53.28929718659183,53.394758123591835,Unknown,Unknown,U,audio.wav,0
53.455021516591835,53.53788368159183,Unknown,Unknown,U,audio.wav,0
53.58308122559183,53.63581169459183,Unknown,Unknown,U,audio.wav,0
53.69607508659183,53.84673356859183,Unknown,Unknown,A,audio.wav,0
53.86933234059183,54.102852986591834,Unknown,Unknown,B,audio.wav,0
54.11791883459183,54.29870901259183,Unknown,Unknown,C,audio.wav,0
54.34390655759183,54.50963088659183,Unknown,Unknown,A,audio.wav,0
54.52469673459183,54.76575030559183,Unknown,Unknown,B,audio.wav,0
54.80341492559183,55.00680387559183,Unknown,Unknown,C,audio.wav,0
55.05200141959183,55.22525867359183,Unknown,Unknown,A,audio.wav,0
55.24032452159183,55.47384516859183,Unknown,Unknown,B,audio.wav,0
55.53410856059183,55.714898738591835,Unknown,Unknown,A,audio.wav,0
55.729964586591834,55.97855108059183,Unknown,Unknown,B,audio.wav,0
56.04634739759183,56.22713757559183,Unknown,Unknown,A,audio.wav,0
56.22713757559183,56.46065822159183,Unknown,Unknown,B,audio.wav,0
58.59247573459183,58.70546959559183,Unknown,Unknown,U,audio.wav,0
58.87119392559183,58.98418778659183,Unknown,Unknown,U,audio.wav,0
59.02938533059183,59.217708432591834,Unknown,Unknown,A,audio.wav,0
59.270438900591834,59.42109738259183,Unknown,Unknown,A,audio.wav,0
59.428630306591835,59.66215095259183,Unknown,Unknown,B,audio.wav,0
59.71488142159183,59.90320452359183,Unknown,Unknown,C,audio.wav,0
60.16685686559183,60.34011411959183,Unknown,Unknown,A,audio.wav,0
60.35517996759183,60.58116768959183,Unknown,Unknown,B,audio.wav,0
60.61129938659183,60.807155411591836,Unknown,Unknown,C,audio.wav,0
60.897550500591834,61.055741906591834,Unknown,Unknown,A,audio.wav,0
61.06327483059183,61.28172962859183,Unknown,Unknown,B,audio.wav,0
61.35705886959183,61.56798074359183,Unknown,Unknown,C,audio.wav,0
61.60564536359183,61.801501389591834,Unknown,Unknown,A,audio.wav,0
61.80903430959183,62.04255495959183,Unknown,Unknown,B,audio.wav,0
62.07268665959183,62.28360852959183,Unknown,Unknown,C,audio.wav,0
62.35893776959183,62.56232671959183,Unknown,Unknown,C,audio.wav,0
62.63012303959183,62.833511989591834,Unknown,Unknown,C,audio.wav,0
62.87117660959183,63.05196678959183,Unknown,Unknown,A,audio.wav,0
63.067032629591836,63.308086199591834,Unknown,Unknown,B,audio.wav,0
64.15177369959183,64.36269557959183,Unknown,Unknown,C,audio.wav,0
64.56608452959183,64.76947346959183,Unknown,Unknown,A,audio.wav,0
64.75440762959184,64.98039534959183,Unknown,Unknown,B,audio.wav,0
65.04819166959183,65.26664645959183,Unknown,Unknown,C,audio.wav,0
65.31184400959184,65.47756833959183,Unknown,Unknown,A,audio.wav,0
65.50016710959183,65.73368775959183,Unknown,Unknown,B,audio.wav,0
65.82408284959183,66.01993886959183,Unknown,Unknown,C,audio.wav,0
66.30618998959183,66.53217770959183,Unknown,Unknown,C,audio.wav,0
66.60750694959184,66.84102759959183,Unknown,Unknown,C,audio.wav,0
68.88531572392063,69.05104005292063,Unknown,Unknown,C,audio.wav,0
69.69887152392063,69.87212877692063,Unknown,Unknown,C,audio.wav,0
70.58022363992063,70.69321750092062,Unknown,Unknown,U,audio.wav,0
70.68568457692064,70.88154060292062,Unknown,Unknown,A,audio.wav,0
70.87136477192063,71.08492955292063,Unknown,Unknown,B,audio.wav,0
71.13766002192062,71.32598312392062,Unknown,Unknown,C,audio.wav,0
71.37118066792063,71.55197084592064,Unknown,Unknown,A,audio.wav,0
71.54443792192063,71.77795856792063,Unknown,Unknown,B,audio.wav,0
71.82315611192062,72.04914383492063,Unknown,Unknown,C,audio.wav,0
72.07927553092063,72.22993401192063,Unknown,Unknown,A,audio.wav,0
72.24499986092063,72.47852050692063,Unknown,Unknown,B,audio.wav,0
73.02842396392063,73.20921414192063,Unknown,Unknown,C,audio.wav,0
73.26947753492063,73.42013601592063,Unknown,Unknown,A,audio.wav,0
73.42766893992064,73.66118958592062,Unknown,Unknown,B,audio.wav,0
73.70638713092063,73.87211145992063,Unknown,Unknown,C,audio.wav,0
73.93237485292063,74.09809918292063,Unknown,Unknown,A,audio.wav,0
74.12069795492063,74.36175152492063,Unknown,Unknown,B,audio.wav,0
74.44461368992063,74.54254170292063,Unknown,Unknown,U,audio.wav,0
74.56514047492063,74.73086480492063,Unknown,Unknown,A,audio.wav,0
74.76099650092063,74.98698422292063,Unknown,Unknown,B,audio.wav,0
75.01711591992063,75.24310364192063,Unknown,Unknown,C,audio.wav,0
75.27323533792062,75.43142674392062,Unknown,Unknown,A,audio.wav,0
75.43895966792063,75.68001323792063,Unknown,Unknown,B,audio.wav,0
75.71767785792063,75.92106680792062,Unknown,Unknown,C,audio.wav,0
75.97898277592063,76.15190330892062,Unknown,Unknown,A,audio.wav,0
76.16762335792063,76.29338374492063,Unknown,Unknown,B,audio.wav,0
79.50673866492063,79.62726545492063,Unknown,Unknown,U,audio.wav,0
79.64233130492063,79.71766054492063,Unknown,Unknown,U,audio.wav,0
79.74779223492062,79.91351656492063,Unknown,Unknown,A,audio.wav,0
79.92104949492062,80.15457013492063,Unknown,Unknown,B,audio.wav,0
80.18470183492063,80.38055785492062,Unknown,Unknown,C,audio.wav,0
80.41068955492062,80.59901265492063,Unknown,Unknown,A,audio.wav,0
80.62161143492062,80.86266500492063,Unknown,Unknown,B,audio.wav,0
86.2829832049365,86.4334501709365,Unknown,Unknown,C,audio.wav,0
87.05036473393649,87.2158783969365,Unknown,Unknown,A,audio.wav,0
87.27606518293649,87.44157884593649,Unknown,Unknown,A,audio.wav,0
89.1268088709365,89.2923225339365,Unknown,Unknown,C,audio.wav,0
90.2252177259365,90.4057780849365,Unknown,Unknown,A,audio.wav,0
90.3907313889365,90.63147853493649,Unknown,Unknown,B,audio.wav,0
90.6465252319365,90.8647023329365,Unknown,Unknown,C,audio.wav,0
90.8647023329365,91.0377393439365,Unknown,Unknown,A,audio.wav,0
91.0527860409365,91.2935331869365,Unknown,Unknown,B,audio.wav,0
91.3161032319365,91.5267569849365,Unknown,Unknown,C,audio.wav,0
91.5643737269365,91.7298873899365,Unknown,Unknown,A,audio.wav,0
91.7449340869365,91.9856812329365,Unknown,Unknown,B,audio.wav,0
92.0308213229365,92.3543253009365,Unknown,Unknown,C,audio.wav,0
93.91918175193649,94.1072654599365,Unknown,Unknown,A,audio.wav,0
94.1448822019365,94.3028725159365,Unknown,Unknown,A,audio.wav,0
96.2438963829365,96.4244567479365,Unknown,Unknown,A,audio.wav,0
101.8713609279365,102.0669679879365,Unknown,Unknown,A,audio.wav,0
104.03200737939682,104.19727122439681,Unknown,Unknown,C,audio.wav,0
104.9178215923968,105.09630654539681,Unknown,Unknown,C,audio.wav,0
105.30123371339681,105.4136131283968,Unknown,Unknown,U,audio.wav,0
105.50616088239681,105.59209808239682,Unknown,Unknown,U,audio.wav,0
105.6185402973968,105.77058303539681,Unknown,Unknown,A,audio.wav,0
105.7639724813968,106.02839463439682,Unknown,Unknown,B,audio.wav,0
106.06144740339681,106.23993235739681,Unknown,Unknown,C,audio.wav,0
106.28620623439681,106.44485952539681,Unknown,Unknown,A,audio.wav,0
106.4382489723968,106.7026711253968,Unknown,Unknown,B,audio.wav,0
106.73572389439681,106.92081940139681,Unknown,Unknown,C,audio.wav,0
106.96048272439681,107.11913601639681,Unknown,Unknown,A,audio.wav,0
107.13235712339682,107.39677927639681,Unknown,Unknown,B,audio.wav,0
107.43644259939681,107.59509589139681,Unknown,Unknown,A,audio.wav,0
107.6083169993968,107.83968638339681,Unknown,Unknown,B,audio.wav,0
107.88596025939681,108.07105576739681,Unknown,Unknown,C,audio.wav,0
108.1239401973968,108.28920404339681,Unknown,Unknown,A,audio.wav,0
108.29581459739681,108.56684730339681,Unknown,Unknown,B,audio.wav,0
108.87754333339682,109.03619662539681,Unknown,Unknown,A,audio.wav,0
109.04941773339681,109.30061877839681,Unknown,Unknown,B,audio.wav,0
109.3535032093968,109.52537760839681,Unknown,Unknown,C,audio.wav,0
112.0439986163968,112.21587301539681,Unknown,Unknown,C,audio.wav,0
113.96766977939681,114.13293362539682,Unknown,Unknown,C,audio.wav,0
116.8763134653968,117.0680195253968,Unknown,Unknown,C,audio.wav,0
120.10300780234465,120.26827164734466,Unknown,Unknown,C,audio.wav,0
121.04170644534466,121.14086475234465,Unknown,Unknown,U,audio.wav,0
121.18052807534465,121.33918136734465,Unknown,Unknown,A,audio.wav,0
121.35240247534466,121.57716130534466,Unknown,Unknown,B,audio.wav,0
121.61021407434465,121.79530958134465,Unknown,Unknown,C,audio.wav,0
121.84819401234465,122.00023675034465,Unknown,Unknown,A,audio.wav,0
122.02667896534466,122.25804834934465,Unknown,Unknown,B,audio.wav,0
122.30432222634465,122.48941773334465,Unknown,Unknown,C,audio.wav,0
122.55552327134465,122.71417656334465,Unknown,Unknown,A,audio.wav,0
122.71417656334465,122.95215650134466,Unknown,Unknown,B,audio.wav,0
122.98520927034465,123.19013643834465,Unknown,Unknown,C,audio.wav,0
123.23641031534466,123.40167416134466,Unknown,Unknown,A,audio.wav,0
123.41489526834465,123.65287520634466,Unknown,Unknown,B,audio.wav,0
123.67931742234465,124.00323455934466,Unknown,Unknown,C,audio.wav,0
124.06272954334466,124.23460394334465,Unknown,Unknown,C,audio.wav,0
124.28748837434466,124.46597332734466,Unknown,Unknown,A,audio.wav,0
124.46597332734466,124.70395326534465,Unknown,Unknown,B,audio.wav,0
124.76344824934466,124.94854375634466,Unknown,Unknown,A,audio.wav,0
124.96176486434466,125.19974480234465,Unknown,Unknown,B,audio.wav,0
126.00623236834466,126.18471732234465,Unknown,Unknown,C,audio.wav,0
126.23099119834465,126.34998116734465,Unknown,Unknown,U,audio.wav,0
126.46236058234466,126.54829778234466,Unknown,Unknown,U,audio.wav,0
126.57473999734465,126.75322495134465,Unknown,Unknown,A,audio.wav,0
126.75983550434465,126.97137322734466,Unknown,Unknown,B,audio.wav,0
127.02425765834465,127.21596371834465,Unknown,Unknown,C,audio.wav,0
127.26884814934465,127.44072254934466,Unknown,Unknown,A,audio.wav,0
127.44733310234466,127.67870248634466,Unknown,Unknown,B,audio.wav,0
127.73819747134465,127.92990353234465,Unknown,Unknown,A,audio.wav,0
127.93651408634466,128.16127291634464,Unknown,Unknown,B,audio.wav,0
128.30670510034466,128.45874783834466,Unknown,Unknown,A,audio.wav,0
128.48519005334467,128.73639109834465,Unknown,Unknown,B,audio.wav,0
136.03626888015418,136.1901564241542,Unknown,Unknown,C,audio.wav,0
136.32206003315417,136.42098774015417,Unknown,Unknown,U,audio.wav,0
136.45396364215418,136.6078511861542,Unknown,Unknown,A,audio.wav,0
136.6188431531542,136.84417848515417,Unknown,Unknown,B,audio.wav,0
136.8991383221542,137.09149775115418,Unknown,Unknown,C,audio.wav,0
137.1409616051542,137.29484914915417,Unknown,Unknown,A,audio.wav,0
137.30034513215418,137.53117644815418,Unknown,Unknown,B,audio.wav,0
137.5971282521542,137.72353587715418,Unknown,Unknown,C,audio.wav,0
137.7290318611542,137.9488712091542,Unknown,Unknown,B,audio.wav,0
138.02581498115418,138.1906944921542,Unknown,Unknown,A,audio.wav,0
138.20718244315418,138.42152580815417,Unknown,Unknown,B,audio.wav,0
138.5424374491542,138.79525270015418,Unknown,Unknown,C,audio.wav,0
138.87219647215417,139.03707598315418,Unknown,Unknown,A,audio.wav,0
139.04806795015418,139.2734032821542,Unknown,Unknown,B,audio.wav,0
139.3723309891542,139.5207225491542,Unknown,Unknown,A,audio.wav,0
139.5427064841542,139.7845297671542,Unknown,Unknown,B,audio.wav,0
139.91643337515418,140.0703209191542,Unknown,Unknown,A,audio.wav,0
140.0758169031542,140.33962412115417,Unknown,Unknown,B,audio.wav,0
142.18077866215418,142.30169030315417,Unknown,Unknown,U,audio.wav,0
147.6150566893424,147.7837249203424,Unknown,Unknown,C,audio.wav,0
148.38343418634238,148.5708433313424,Unknown,Unknown,C,audio.wav,0
149.3767026573424,149.6015936323424,Unknown,Unknown,C,audio.wav,0
150.3324892993424,150.4824166163424,Unknown,Unknown,C,audio.wav,0
150.5667507313424,150.6698257613424,Unknown,Unknown,U,audio.wav,0
150.7073075903424,150.8478644493424,Unknown,Unknown,A,audio.wav,0
150.8572349073424,151.1008667963424,Unknown,Unknown,B,audio.wav,0
151.1383486253424,151.3070168563424,Unknown,Unknown,C,audio.wav,0
151.3538691423424,151.5225373733424,Unknown,Unknown,A,audio.wav,0
151.5225373733424,151.7755397203424,Unknown,Unknown,B,audio.wav,0
151.8036510923424,152.0098011523424,Unknown,Unknown,C,audio.wav,0
152.0566534383424,152.20658075434238,Unknown,Unknown,A,audio.wav,0
152.2253216693424,152.4876944733424,Unknown,Unknown,B,audio.wav,0
153.8745221503424,154.08067221034239,Unknown,Unknown,C,audio.wav,0
154.8959019933424,155.0739406813424,Unknown,Unknown,C,audio.wav,0
155.9079113793424,156.1046909813424,Unknown,Unknown,C,audio.wav,0
157.2478867693424,157.4259254573424,Unknown,Unknown,C,audio.wav,0
157.5383709453424,157.7351505493424,Unknown,Unknown,C,audio.wav,0
158.4941575893424,158.62534398934238,Unknown,Unknown,U,audio.wav,0
158.6534553593424,158.7659008493424,Unknown,Unknown,U,audio.wav,0
158.8033826793424,158.97205090934239,Unknown,Unknown,A,audio.wav,0
158.9814213693424,159.2156827993424,Unknown,Unknown,B,audio.wav,0
159.2437941693424,159.4218328593424,Unknown,Unknown,C,audio.wav,0
159.6748351993424,159.7779102293424,Unknown,Unknown,U,audio.wav,0
159.8060216093424,159.9653193793424,Unknown,Unknown,A,audio.wav,0
159.9746898393424,160.2276921793424,Unknown,Unknown,B,audio.wav,0
160.23706263934238,160.44321269934238,Unknown,Unknown,C,audio.wav,0
160.4713240693424,160.6399922993424,Unknown,Unknown,A,audio.wav,0
160.6587332193424,160.90236510934238,Unknown,Unknown,B,audio.wav,0
160.9492173893424,161.1459969993424,Unknown,Unknown,A,audio.wav,0
161.4458516293424,161.5582971193424,Unknown,Unknown,U,audio.wav,0
161.6051493993424,161.75507671934238,Unknown,Unknown,A,audio.wav,0
161.7644471793424,162.0080790693424,Unknown,Unknown,B,audio.wav,0
162.0268199793424,162.21422912934239,Unknown,Unknown,C,audio.wav,0
162.2798223293424,162.4578610193424,Unknown,Unknown,A,audio.wav,0
162.4578610193424,162.70149289934238,Unknown,Unknown,B,audio.wav,0
162.8233088493424,163.0575702793424,Unknown,Unknown,C,audio.wav,0
163.0575702793424,163.3199430893424,Unknown,Unknown,B,audio.wav,0
163.3574249093424,163.5260931493424,Unknown,Unknown,A,audio.wav,0
163.5448340593424,163.79783640934238,Unknown,Unknown,B,audio.wav,0
164.63180709934238,164.7817344193424,Unknown,Unknown,C,audio.wav,0
164.8379571593424,164.9878844793424,Unknown,Unknown,A,audio.wav,0
165.0253663093424,165.2502572793424,Unknown,Unknown,B,audio.wav,0
165.3064800293424,165.4938891693424,Unknown,Unknown,C,audio.wav,0
165.53137099934239,165.7187801493424,Unknown,Unknown,A,audio.wav,0
167.3398692593424,167.48042611934238,Unknown,Unknown,C,audio.wav,0
169.47083900226755,169.61231943826755,Unknown,Unknown,C,audio.wav,0
169.99746062526756,170.17824118226756,Unknown,Unknown,A,audio.wav,0
172.00176680226755,172.19040738426756,Unknown,Unknown,C,audio.wav,0
172.23756752926755,172.42620811026757,Unknown,Unknown,A,audio.wav,0
172.94496970926755,173.11789024226755,Unknown,Unknown,A,audio.wav,0
174.58771477226756,174.78421537826756,Unknown,Unknown,C,audio.wav,0
175.57807782526754,175.77457843026755,Unknown,Unknown,A,audio.wav,0
176.12041949626754,176.24617988426755,Unknown,Unknown,C,audio.wav,0
177.01646225826755,177.21296286326756,Unknown,Unknown,C,audio.wav,0
179.39804959826756,179.57883015226756,Unknown,Unknown,C,audio.wav,0
179.88537110226756,180.05829163226755,Unknown,Unknown,A,audio.wav,0
180.63207340226757,180.82071398226756,Unknown,Unknown,C,audio.wav,0
182.14119805226755,182.31411858226755,Unknown,Unknown,A,audio.wav,0
182.95864057226754,183.12370108226756,Unknown,Unknown,C,audio.wav,0
186.73239470967118,186.93854476967118,Unknown,Unknown,C,audio.wav,0
189.22493634567118,189.44045686267117,Unknown,Unknown,C,audio.wav,0
189.55290234967117,189.65597737967119,Unknown,Unknown,U,audio.wav,0
189.6840887516712,189.86212743967118,Unknown,Unknown,A,audio.wav,0
189.8714978976712,190.1151297866712,Unknown,Unknown,B,audio.wav,0
190.1526116156712,190.34002076167118,Unknown,Unknown,C,audio.wav,0
190.33065030367118,190.5649117356712,Unknown,Unknown,B,audio.wav,0
190.6117640226712,190.8085436246712,Unknown,Unknown,C,audio.wav,0
190.82728453967118,190.99595277067118,Unknown,Unknown,A,audio.wav,0
191.0240641426712,191.25832557467118,Unknown,Unknown,B,audio.wav,0
191.3239187756712,191.48321654867118,Unknown,Unknown,A,audio.wav,0
191.48321654867118,191.7549598096712,Unknown,Unknown,B,audio.wav,0
191.82055301067118,191.97048032767117,Unknown,Unknown,A,audio.wav,0
191.98922124167117,192.24222358867118,Unknown,Unknown,B,audio.wav,0
192.32655770367117,192.49522593467117,Unknown,Unknown,A,audio.wav,0
192.52333730667118,192.80445102467118,Unknown,Unknown,B,audio.wav,0
192.82319193967118,193.0387124566712,Unknown,Unknown,C,audio.wav,0
193.0574533716712,193.3010852606712,Unknown,Unknown,B,audio.wav,0
193.3198261746712,193.53534669267117,Unknown,Unknown,C,audio.wav,0
193.56345806467118,193.73212629567118,Unknown,Unknown,A,audio.wav,0
193.75086720967118,193.99449909867118,Unknown,Unknown,B,audio.wav,0
194.53798562067118,194.63169019367118,Unknown,Unknown,U,audio.wav,0
199.93536901467118,200.14151907467118,Unknown,Unknown,C,audio.wav,0
200.16025998467117,200.25396455467117,Unknown,Unknown,U,audio.wav,0
200.27270547467117,200.4320032446712,Unknown,Unknown,A,audio.wav,0
200.44137370467118,200.69437605467118,Unknown,Unknown,B,audio.wav,0
200.69437605467118,200.90052611467118,Unknown,Unknown,C,audio.wav,0
200.92863748467119,201.0973057146712,Unknown,Unknown,A,audio.wav,0
201.11604662467118,201.35967851467117,Unknown,Unknown,B,audio.wav,0
201.37841943467117,201.59393995467119,Unknown,Unknown,C,audio.wav,0
